IBGE,Metropolitan Area,Month,Year,Category,Weight,Variation
,Rio de Janeiro,2,2016,Food and Beverages,24.2587,1.08
,Rio de Janeiro,3,2016,Food and Beverages,24.3393,0.26
,Rio de Janeiro,4,2016,Food and Beverages,24.349,1.14
,Rio de Janeiro,5,2016,Food and Beverages,24.4798,0.63
,Rio de Janeiro,6,2016,Food and Beverages,24.4937,0.6
,Rio de Janeiro,7,2016,Food and Beverages,24.5298,1.43
,Rio de Janeiro,8,2016,Food and Beverages,24.7289,1.16
,Rio de Janeiro,9,2016,Food and Beverages,24.7526,-0.59
,Rio de Janeiro,10,2016,Food and Beverages,24.6318,-0.13
,Rio de Janeiro,11,2016,Food and Beverages,24.5554,0.03
,Rio de Janeiro,12,2016,Food and Beverages,24.5641,-0.63
,Rio de Janeiro,1,2017,Food and Beverages,24.369,-0.06
,Rio de Janeiro,2,2017,Food and Beverages,24.2856,-0.08
,Rio de Janeiro,3,2017,Food and Beverages,24.0865,-0.01
,Rio de Janeiro,4,2017,Food and Beverages,24.0022,0.51
,Rio de Janeiro,5,2017,Food and Beverages,24.0434,-0.03
,Rio de Janeiro,6,2017,Food and Beverages,23.9818,-0.19
,Rio de Janeiro,7,2017,Food and Beverages,23.9408,-0.49
,Rio de Janeiro,8,2017,Food and Beverages,23.8161,-0.9
,Rio de Janeiro,9,2017,Food and Beverages,23.5872,0.37
,Rio de Janeiro,10,2017,Food and Beverages,23.6335,-0.85
,Rio de Janeiro,11,2017,Food and Beverages,23.405,0.23
,Rio de Janeiro,12,2017,Food and Beverages,23.4089,0.59
,Rio de Janeiro,1,2018,Food and Beverages,23.4376,0.54
,Rio de Janeiro,2,2018,Food and Beverages,23.4954,0.37
,Rio de Janeiro,3,2018,Food and Beverages,23.3999,-0.24
,Rio de Janeiro,4,2018,Food and Beverages,23.3251,-0.36
,Rio de Janeiro,5,2018,Food and Beverages,23.1748,0.26
,Rio de Janeiro,6,2018,Food and Beverages,23.1799,2.58
,Rio de Janeiro,7,2018,Food and Beverages,23.4784,-0.04
,Rio de Janeiro,8,2018,Food and Beverages,23.3091,-0.58
,Rio de Janeiro,9,2018,Food and Beverages,23.2509,0.09
,Rio de Janeiro,10,2018,Food and Beverages,23.175,-0.04
,Rio de Janeiro,11,2018,Food and Beverages,23.114,0.3
,Rio de Janeiro,12,2018,Food and Beverages,23.1947,0.49
,Rio de Janeiro,1,2019,Food and Beverages,23.2304,0.05
,Sao Paulo,1,2012,Food and Beverages,21.8455,0.91
,Sao Paulo,2,2012,Food and Beverages,21.9321,0.06
,Sao Paulo,3,2012,Food and Beverages,21.8687,-0.04
,Sao Paulo,4,2012,Food and Beverages,21.8491,0.6
,Sao Paulo,5,2012,Food and Beverages,21.8407,0.87
,Sao Paulo,6,2012,Food and Beverages,21.9755,0.78
,Sao Paulo,7,2012,Food and Beverages,22.1384,0.95
,Sao Paulo,8,2012,Food and Beverages,22.2654,0.86
,Sao Paulo,9,2012,Food and Beverages,22.3832,1.25
,Sao Paulo,10,2012,Food and Beverages,22.5449,1.1
,Sao Paulo,11,2012,Food and Beverages,22.6773,0.53
,Sao Paulo,12,2012,Food and Beverages,22.6974,0.48
,Sao Paulo,1,2013,Food and Beverages,22.672,1.94
,Sao Paulo,2,2013,Food and Beverages,22.8879,1.35
,Sao Paulo,3,2013,Food and Beverages,23.0395,0.64
,Sao Paulo,4,2013,Food and Beverages,23.0883,0.7
,Sao Paulo,5,2013,Food and Beverages,23.1348,0.45
,Sao Paulo,6,2013,Food and Beverages,23.1768,0.41
,Sao Paulo,7,2013,Food and Beverages,23.1955,0.02
,Sao Paulo,8,2013,Food and Beverages,23.1804,0.43
,Sao Paulo,9,2013,Food and Beverages,23.2129,0.36
,Sao Paulo,10,2013,Food and Beverages,23.2045,1.31
,Sao Paulo,11,2013,Food and Beverages,23.3512,0.57
,Sao Paulo,12,2013,Food and Beverages,23.393,0.55
,Sao Paulo,1,2014,Food and Beverages,23.31,0.32
,Sao Paulo,2,2014,Food and Beverages,23.2704,1.23
,Sao Paulo,3,2014,Food and Beverages,23.3234,1.87
,Sao Paulo,4,2014,Food and Beverages,23.551,0.82
,Sao Paulo,5,2014,Food and Beverages,23.6354,0.94
,Sao Paulo,6,2014,Food and Beverages,23.8172,0.06
,Sao Paulo,7,2014,Food and Beverages,23.7318,0.36
,Sao Paulo,8,2014,Food and Beverages,23.7673,-0.3
,Sao Paulo,9,2014,Food and Beverages,23.6501,1.17
,Sao Paulo,10,2014,Food and Beverages,23.7642,0.2
,Sao Paulo,11,2014,Food and Beverages,23.7213,0.63
,Sao Paulo,12,2014,Food and Beverages,23.7661,0.55
,Sao Paulo,1,2015,Food and Beverages,23.7548,1.33
,Sao Paulo,2,2015,Food and Beverages,23.7221,0.52
,Sao Paulo,3,2015,Food and Beverages,23.549,0.79
,Sao Paulo,4,2015,Food and Beverages,23.4394,0.76
,Sao Paulo,5,2015,Food and Beverages,23.486,1.82
,Sao Paulo,6,2015,Food and Beverages,23.7394,0.84
,Sao Paulo,7,2015,Food and Beverages,23.7411,0.76
,Sao Paulo,8,2015,Food and Beverages,23.7276,0.34
,Sao Paulo,9,2015,Food and Beverages,23.74,0.73
,Sao Paulo,10,2015,Food and Beverages,23.7342,0.77
,Sao Paulo,11,2015,Food and Beverages,23.6908,1.05
,Sao Paulo,12,2015,Food and Beverages,23.7437,1.07
,Sao Paulo,1,2016,Food and Beverages,23.8024,1.7
,Sao Paulo,2,2016,Food and Beverages,23.9531,0.54
,Sao Paulo,3,2016,Food and Beverages,23.883,1.16
,Sao Paulo,4,2016,Food and Beverages,24.0338,0.71
,Sao Paulo,5,2016,Food and Beverages,24.1209,0.67
,Sao Paulo,6,2016,Food and Beverages,24.0517,1.49
,Sao Paulo,7,2016,Food and Beverages,24.3015,1.47
,Sao Paulo,8,2016,Food and Beverages,24.5696,0.64
,Sao Paulo,9,2016,Food and Beverages,24.5814,0.15
,Sao Paulo,10,2016,Food and Beverages,24.5927,-0.44
,Sao Paulo,11,2016,Food and Beverages,24.4315,-0.64
,Sao Paulo,12,2016,Food and Beverages,24.2262,0.16
,Sao Paulo,1,2017,Food and Beverages,24.1832,-0.2
,Sao Paulo,2,2017,Food and Beverages,24.0889,-0.16
,Sao Paulo,3,2017,Food and Beverages,23.9826,0.28
,Sao Paulo,4,2017,Food and Beverages,23.9839,0.8
,Sao Paulo,5,2017,Food and Beverages,24.1446,0.09
,Sao Paulo,6,2017,Food and Beverages,24.0691,-0.19
,Sao Paulo,7,2017,Food and Beverages,24.0886,-0.53
,Sao Paulo,8,2017,Food and Beverages,23.8662,-0.91
,Sao Paulo,9,2017,Food and Beverages,23.5728,-0.06
,Sao Paulo,10,2017,Food and Beverages,23.5068,-0.01
,Sao Paulo,11,2017,Food and Beverages,23.3913,-0.38
,Sao Paulo,12,2017,Food and Beverages,23.1777,0.82
,Sao Paulo,1,2018,Food and Beverages,23.2268,0.18
,Sao Paulo,2,2018,Food and Beverages,23.2285,-0.38
,Sao Paulo,3,2018,Food and Beverages,23.0683,0.39
,Sao Paulo,4,2018,Food and Beverages,23.1177,-0.48
,Sao Paulo,5,2018,Food and Beverages,22.9883,0.61
,Sao Paulo,6,2018,Food and Beverages,23.0787,2.22
,Sao Paulo,7,2018,Food and Beverages,23.3262,1.11
,Sao Paulo,8,2018,Food and Beverages,23.4363,0.18
,Sao Paulo,9,2018,Food and Beverages,23.4428,0.31
,Sao Paulo,10,2018,Food and Beverages,23.3637,0.35
,Sao Paulo,11,2018,Food and Beverages,23.353,-0.12
,Sao Paulo,12,2018,Food and Beverages,23.4041,-0.01
,Sao Paulo,1,2019,Food and Beverages,23.3943,0.62
,Curitiba,1,2012,Food and Beverages,22.2488,0.57
,Curitiba,2,2012,Food and Beverages,22.3058,0.19
,Curitiba,3,2012,Food and Beverages,22.2857,-0.24
,Curitiba,4,2012,Food and Beverages,22.2075,-0.19
,Curitiba,5,2012,Food and Beverages,22.0221,0.96
,Curitiba,6,2012,Food and Beverages,22.1272,1.19
,Curitiba,7,2012,Food and Beverages,22.3726,1.21
,Curitiba,8,2012,Food and Beverages,22.5526,1.53
,Curitiba,9,2012,Food and Beverages,22.7543,1
,Curitiba,10,2012,Food and Beverages,22.9114,0.96
,Curitiba,11,2012,Food and Beverages,23.0421,0.58
,Curitiba,12,2012,Food and Beverages,22.919,1.15
,Curitiba,1,2013,Food and Beverages,22.9976,1
,Curitiba,2,2013,Food and Beverages,23.0777,1.18
,Curitiba,3,2013,Food and Beverages,23.2403,0.19
,Curitiba,4,2013,Food and Beverages,23.2285,0.64
,Curitiba,5,2013,Food and Beverages,23.2607,0.05
,Curitiba,6,2013,Food and Beverages,23.1943,0.86
,Curitiba,7,2013,Food and Beverages,23.3884,0.45
,Curitiba,8,2013,Food and Beverages,23.3659,0.42
,Curitiba,9,2013,Food and Beverages,23.3565,0.19
,Curitiba,10,2013,Food and Beverages,23.3373,1.05
,Curitiba,11,2013,Food and Beverages,23.43,-0.1
,Curitiba,12,2013,Food and Beverages,23.294,0.62
,Curitiba,1,2014,Food and Beverages,23.231,1.01
,Curitiba,2,2014,Food and Beverages,23.2949,0.41
,Curitiba,3,2014,Food and Beverages,23.307,2.17
,Curitiba,4,2014,Food and Beverages,23.599,1.39
,Curitiba,5,2014,Food and Beverages,23.7446,0.64
,Curitiba,6,2014,Food and Beverages,23.7737,0.22
,Curitiba,7,2014,Food and Beverages,23.7226,0.42
,Curitiba,8,2014,Food and Beverages,23.6892,-0.65
,Curitiba,9,2014,Food and Beverages,23.5102,0.81
,Curitiba,10,2014,Food and Beverages,23.5798,0.61
,Curitiba,11,2014,Food and Beverages,23.658,0.6
,Curitiba,12,2014,Food and Beverages,23.7022,0.96
,Curitiba,1,2015,Food and Beverages,23.7236,1.41
,Curitiba,2,2015,Food and Beverages,23.8406,0.61
,Curitiba,3,2015,Food and Beverages,23.6642,1.28
,Curitiba,4,2015,Food and Beverages,23.5961,1.86
,Curitiba,5,2015,Food and Beverages,23.7148,0.93
,Curitiba,6,2015,Food and Beverages,23.745,0.58
,Curitiba,7,2015,Food and Beverages,23.6601,1.5
,Curitiba,8,2015,Food and Beverages,23.7897,0.66
,Curitiba,9,2015,Food and Beverages,23.8163,0.16
,Curitiba,10,2015,Food and Beverages,23.7141,0.51
,Curitiba,11,2015,Food and Beverages,23.6821,1.46
,Curitiba,12,2015,Food and Beverages,23.7752,2.12
,Curitiba,1,2016,Food and Beverages,23.9957,1.62
,Curitiba,2,2016,Food and Beverages,24.2156,0.85
,Curitiba,3,2016,Food and Beverages,24.2272,1.17
,Curitiba,4,2016,Food and Beverages,24.3979,0.09
,Curitiba,5,2016,Food and Beverages,24.2654,1
,Curitiba,6,2016,Food and Beverages,24.3519,1.31
,Curitiba,7,2016,Food and Beverages,24.638,1.55
,Curitiba,8,2016,Food and Beverages,24.9813,0.84
,Curitiba,9,2016,Food and Beverages,25.1116,-0.59
,Curitiba,10,2016,Food and Beverages,24.9052,-0.27
,Curitiba,11,2016,Food and Beverages,24.8412,-0.16
,Curitiba,12,2016,Food and Beverages,24.7653,-0.07
,Curitiba,1,2017,Food and Beverages,24.7139,-0.28
,Curitiba,2,2017,Food and Beverages,24.575,-0.51
,Curitiba,3,2017,Food and Beverages,24.3457,0.07
,Curitiba,4,2017,Food and Beverages,24.3202,-0.14
,Curitiba,5,2017,Food and Beverages,24.3234,-0.02
,Curitiba,6,2017,Food and Beverages,24.202,-0.49
,Curitiba,7,2017,Food and Beverages,24.1041,-0.59
,Curitiba,8,2017,Food and Beverages,23.8334,-0.87
,Curitiba,9,2017,Food and Beverages,23.5367,-0.38
,Curitiba,10,2017,Food and Beverages,23.4025,1.07
,Curitiba,11,2017,Food and Beverages,23.4844,-1.32
,Curitiba,12,2017,Food and Beverages,23.2117,0.89
,Curitiba,1,2018,Food and Beverages,23.2857,1
,Curitiba,2,2018,Food and Beverages,23.4635,-0.43
,Curitiba,3,2018,Food and Beverages,23.3423,-0.25
,Curitiba,4,2018,Food and Beverages,23.2851,-0.23
,Curitiba,5,2018,Food and Beverages,23.2325,0.58
,Curitiba,6,2018,Food and Beverages,23.263,3
,Curitiba,7,2018,Food and Beverages,23.5854,-0.34
,Curitiba,8,2018,Food and Beverages,23.4209,-0.07
,Curitiba,9,2018,Food and Beverages,23.4341,0.18
,Curitiba,10,2018,Food and Beverages,23.3298,0.57
,Curitiba,11,2018,Food and Beverages,23.3272,0.17
,Curitiba,12,2018,Food and Beverages,23.4313,0.28
,Curitiba,1,2019,Food and Beverages,23.5347,0.6
,Porto Alegre,1,2012,Food and Beverages,23.7535,0.08
,Porto Alegre,2,2012,Food and Beverages,23.7075,0.6
,Porto Alegre,3,2012,Food and Beverages,23.7422,0.1
,Porto Alegre,4,2012,Food and Beverages,23.7296,0.68
,Porto Alegre,5,2012,Food and Beverages,23.7162,0.41
,Porto Alegre,6,2012,Food and Beverages,23.7129,1.22
,Porto Alegre,7,2012,Food and Beverages,23.9815,1.07
,Porto Alegre,8,2012,Food and Beverages,24.0789,1.61
,Porto Alegre,9,2012,Food and Beverages,24.3188,1.51
,Porto Alegre,10,2012,Food and Beverages,24.5415,0.88
,Porto Alegre,11,2012,Food and Beverages,24.6377,0.23
,Porto Alegre,12,2012,Food and Beverages,24.6111,1.1
,Porto Alegre,1,2013,Food and Beverages,24.7284,1.89
,Porto Alegre,2,2013,Food and Beverages,24.9762,1.08
,Porto Alegre,3,2013,Food and Beverages,25.1538,0.35
,Porto Alegre,4,2013,Food and Beverages,25.1573,-0.34
,Porto Alegre,5,2013,Food and Beverages,25.0139,0.53
,Porto Alegre,6,2013,Food and Beverages,25.0298,0.44
,Porto Alegre,7,2013,Food and Beverages,25.0858,0.42
,Porto Alegre,8,2013,Food and Beverages,25.1438,0.83
,Porto Alegre,9,2013,Food and Beverages,25.2321,1.6
,Porto Alegre,10,2013,Food and Beverages,25.4569,0.96
,Porto Alegre,11,2013,Food and Beverages,25.57,0.2
,Porto Alegre,12,2013,Food and Beverages,25.478,1.03
,Porto Alegre,1,2014,Food and Beverages,25.5629,0.42
,Porto Alegre,2,2014,Food and Beverages,25.5365,0.08
,Porto Alegre,3,2014,Food and Beverages,25.443,2.94
,Porto Alegre,4,2014,Food and Beverages,25.9704,1.17
,Porto Alegre,5,2014,Food and Beverages,26.0097,0.62
,Porto Alegre,6,2014,Food and Beverages,25.9761,-0.12
,Porto Alegre,7,2014,Food and Beverages,25.8497,-0.17
,Porto Alegre,8,2014,Food and Beverages,25.7726,0.34
,Porto Alegre,9,2014,Food and Beverages,25.8098,0.9
,Porto Alegre,10,2014,Food and Beverages,25.925,0.93
,Porto Alegre,11,2014,Food and Beverages,25.9812,0.31
,Porto Alegre,12,2014,Food and Beverages,25.9816,0.7
,Porto Alegre,1,2015,Food and Beverages,25.9555,1.78
,Porto Alegre,2,2015,Food and Beverages,26.1065,0.42
,Porto Alegre,3,2015,Food and Beverages,25.9218,1.16
,Porto Alegre,4,2015,Food and Beverages,25.7865,0.95
,Porto Alegre,5,2015,Food and Beverages,25.8904,0.61
,Porto Alegre,6,2015,Food and Beverages,25.7948,1.3
,Porto Alegre,7,2015,Food and Beverages,25.9016,1.81
,Porto Alegre,8,2015,Food and Beverages,26.1198,0.81
,Porto Alegre,9,2015,Food and Beverages,26.2446,0.44
,Porto Alegre,10,2015,Food and Beverages,26.2176,0.39
,Porto Alegre,11,2015,Food and Beverages,26.1479,1.99
,Porto Alegre,12,2015,Food and Beverages,26.418,1.38
,Porto Alegre,1,2016,Food and Beverages,26.5584,1.26
,Porto Alegre,2,2016,Food and Beverages,26.4739,1.32
,Porto Alegre,3,2016,Food and Beverages,26.5682,1.65
,Porto Alegre,4,2016,Food and Beverages,26.8641,0.91
,Porto Alegre,5,2016,Food and Beverages,26.8657,1.68
,Porto Alegre,6,2016,Food and Beverages,27.0622,0.75
,Porto Alegre,7,2016,Food and Beverages,27.2267,1.69
,Porto Alegre,8,2016,Food and Beverages,27.5012,0.38
,Porto Alegre,9,2016,Food and Beverages,27.4766,-0.9
,Porto Alegre,10,2016,Food and Beverages,27.1811,0.27
,Porto Alegre,11,2016,Food and Beverages,27.2076,-0.35
,Porto Alegre,12,2016,Food and Beverages,27.0473,-0.04
,Porto Alegre,1,2017,Food and Beverages,27.0495,0.78
,Porto Alegre,2,2017,Food and Beverages,27.2129,-0.55
,Porto Alegre,3,2017,Food and Beverages,26.9972,0.62
,Porto Alegre,4,2017,Food and Beverages,27.1327,0.73
,Porto Alegre,5,2017,Food and Beverages,27.2768,-0.33
,Porto Alegre,6,2017,Food and Beverages,27.0342,0.24
,Porto Alegre,7,2017,Food and Beverages,27.0901,-0.11
,Porto Alegre,8,2017,Food and Beverages,27.0706,-1.24
,Porto Alegre,9,2017,Food and Beverages,26.6645,-0.85
,Porto Alegre,10,2017,Food and Beverages,26.4395,-0.15
,Porto Alegre,11,2017,Food and Beverages,26.338,-0.46
,Porto Alegre,12,2017,Food and Beverages,26.1061,-0.13
,Porto Alegre,1,2018,Food and Beverages,26.0011,0.98
,Porto Alegre,2,2018,Food and Beverages,26.0784,-0.49
,Porto Alegre,3,2018,Food and Beverages,25.9226,-0.03
,Porto Alegre,4,2018,Food and Beverages,25.9212,0.4
,Porto Alegre,5,2018,Food and Beverages,25.9305,0.87
,Porto Alegre,6,2018,Food and Beverages,25.9398,3.11
,Porto Alegre,7,2018,Food and Beverages,26.2909,-0.57
,Porto Alegre,8,2018,Food and Beverages,26.1071,0.44
,Porto Alegre,9,2018,Food and Beverages,26.2287,0.11
,Porto Alegre,10,2018,Food and Beverages,26.126,0.87
,Porto Alegre,11,2018,Food and Beverages,26.1994,-0.39
,Porto Alegre,12,2018,Food and Beverages,26.2507,0.71
,Porto Alegre,1,2019,Food and Beverages,26.3701,0.29
,Belem,1,2012,Housing,12.1479,0.5
,Belem,2,2012,Housing,12.1704,1.1
,Belem,3,2012,Housing,12.2358,0.1
,Belem,4,2012,Housing,12.2142,0.45
,Belem,5,2012,Housing,12.181,0.51
,Belem,6,2012,Housing,12.1673,0.49
,Belem,7,2012,Housing,12.1578,0.06
,Belem,8,2012,Housing,12.0987,1.28
,Belem,9,2012,Housing,12.1573,1.06
,Belem,10,2012,Housing,12.1831,-0.98
,Belem,11,2012,Housing,11.9598,1.89
,Belem,12,2012,Housing,12.056,1.19
,Belem,1,2013,Housing,12.101,-2.35
,Belem,2,2013,Housing,11.7338,-4.68
,Belem,3,2013,Housing,11.1237,0.89
,Belem,4,2013,Housing,11.1594,1.33
,Belem,5,2013,Housing,11.2475,0.5
,Belem,6,2013,Housing,11.2969,0.22
,Belem,7,2013,Housing,11.2847,0.36
,Belem,8,2013,Housing,11.2814,3.66
,Belem,9,2013,Housing,11.6336,1.16
,Belem,10,2013,Housing,11.734,1.62
,Belem,11,2013,Housing,11.8686,0.22
,Belem,12,2013,Housing,11.8537,0.74
,Belem,1,2014,Housing,11.8889,0.29
,Belem,2,2014,Housing,11.9076,-0.01
,Belem,3,2014,Housing,11.8675,0.79
,Belem,4,2014,Housing,11.9174,0.38
,Belem,5,2014,Housing,11.9089,1.65
,Belem,6,2014,Housing,11.9822,0.45
,Belem,7,2014,Housing,11.9678,0.21
,Belem,8,2014,Housing,11.964,7.25
,Belem,9,2014,Housing,12.6921,1.96
,Belem,10,2014,Housing,12.8624,0.07
,Belem,11,2014,Housing,12.8497,-0.49
,Belem,12,2014,Housing,12.71,0.34
,Belem,1,2015,Housing,12.6492,3.04
,Belem,2,2015,Housing,12.9396,2.3
,Belem,3,2015,Housing,13.1057,2.16
,Belem,4,2015,Housing,13.3355,-0.22
,Belem,5,2015,Housing,13.1988,-0.53
,Belem,6,2015,Housing,12.9977,1.28
,Belem,7,2015,Housing,12.9889,-0.3
,Belem,8,2015,Housing,12.9205,1.72
,Belem,9,2015,Housing,13.0843,-0.22
,Belem,10,2015,Housing,13.0228,1.85
,Belem,11,2015,Housing,13.1363,0.13
,Belem,12,2015,Housing,13.0102,2.35
,Belem,1,2016,Housing,13.1542,0.32
,Belem,2,2016,Housing,13.0959,-0.58
,Belem,3,2016,Housing,12.8856,-1.18
,Belem,4,2016,Housing,12.6879,-0.52
,Belem,5,2016,Housing,12.5176,0.35
,Belem,6,2016,Housing,12.4677,0.39
,Belem,7,2016,Housing,12.4069,-0.01
,Belem,8,2016,Housing,12.278,1.95
,Belem,9,2016,Housing,12.4719,0.37
,Belem,10,2016,Housing,12.4642,1.48
,Belem,11,2016,Housing,12.6011,0.09
,Belem,12,2016,Housing,12.6523,0.87
,Belem,1,2017,Housing,12.7563,-0.09
,Belem,2,2017,Housing,12.7335,-0.28
,Belem,3,2017,Housing,12.6605,0.44
,Belem,4,2017,Housing,12.7162,-1.19
,Belem,5,2017,Housing,12.5629,1.28
,Belem,6,2017,Housing,12.7183,-0.35
,Belem,7,2017,Housing,12.648,2.25
,Belem,8,2017,Housing,12.885,1.98
,Belem,9,2017,Housing,13.1574,1.24
,Belem,10,2017,Housing,13.2596,1.83
,Belem,11,2017,Housing,13.4755,1.03
,Belem,12,2017,Housing,13.6281,-1.88
,Belem,1,2018,Housing,13.4128,-2.06
,Belem,2,2018,Housing,13.1585,1.06
,Belem,3,2018,Housing,13.2368,-0.05
,Belem,4,2018,Housing,13.2423,0.79
,Belem,5,2018,Housing,13.3136,1.57
,Belem,6,2018,Housing,13.469,2.15
,Belem,7,2018,Housing,13.6235,0.29
,Belem,8,2018,Housing,13.6201,2.06
,Belem,9,2018,Housing,13.9021,1.19
,Belem,10,2018,Housing,14.0443,1.19
,Belem,11,2018,Housing,14.1513,-0.06
,Belem,12,2018,Housing,14.1662,-0.2
,Belem,1,2019,Housing,14.0834,-0.74
,Fortaleza,1,2012,Housing,14.0213,0.41
,Fortaleza,2,2012,Housing,14.0868,0.27
,Fortaleza,3,2012,Housing,14.0936,0.28
,Fortaleza,4,2012,Housing,14.0119,0.78
,Fortaleza,5,2012,Housing,14.0162,-0.81
,Fortaleza,6,2012,Housing,13.8485,-0.97
,Fortaleza,7,2012,Housing,13.7367,0.24
,Fortaleza,8,2012,Housing,13.6847,0.86
,Fortaleza,9,2012,Housing,13.6996,0.34
,Fortaleza,10,2012,Housing,13.652,0.05
,Fortaleza,11,2012,Housing,13.5563,0.23
,Fortaleza,12,2012,Housing,13.5136,0.79
,Fortaleza,1,2013,Housing,13.4674,-0.01
,Fortaleza,2,2013,Housing,13.353,-1.8
,Fortaleza,3,2013,Housing,13.0165,0.28
,Fortaleza,4,2013,Housing,12.9693,1.07
,Fortaleza,5,2013,Housing,13.0101,1.3
,Fortaleza,6,2013,Housing,13.1329,0.67
,Fortaleza,7,2013,Housing,13.1849,1.4
,Fortaleza,8,2013,Housing,13.3238,-0.46
,Fortaleza,9,2013,Housing,13.2649,0.78
,Fortaleza,10,2013,Housing,13.3102,0.61
,Fortaleza,11,2013,Housing,13.3479,1.12
,Fortaleza,12,2013,Housing,13.382,0.09
,Fortaleza,1,2014,Housing,13.3099,0.61
,Fortaleza,2,2014,Housing,13.3548,0.82
,Fortaleza,3,2014,Housing,13.4333,0.68
,Fortaleza,4,2014,Housing,13.4299,0.84
,Fortaleza,5,2014,Housing,13.399,2.8
,Fortaleza,6,2014,Housing,13.6377,0.24
,Fortaleza,7,2014,Housing,13.5968,1.26
,Fortaleza,8,2014,Housing,13.7719,0.08
,Fortaleza,9,2014,Housing,13.7593,0.51
,Fortaleza,10,2014,Housing,13.7664,0.47
,Fortaleza,11,2014,Housing,13.7939,1.82
,Fortaleza,12,2014,Housing,13.9506,-0.13
,Fortaleza,1,2015,Housing,13.8607,0.95
,Fortaleza,2,2015,Housing,13.8705,0.86
,Fortaleza,3,2015,Housing,13.8742,5.57
,Fortaleza,4,2015,Housing,14.4259,0.97
,Fortaleza,5,2015,Housing,14.4693,1.39
,Fortaleza,6,2015,Housing,14.4897,1.04
,Fortaleza,7,2015,Housing,14.4817,0.17
,Fortaleza,8,2015,Housing,14.437,0.03
,Fortaleza,9,2015,Housing,14.3735,1.61
,Fortaleza,10,2015,Housing,14.516,0.75
,Fortaleza,11,2015,Housing,14.5358,0.19
,Fortaleza,12,2015,Housing,14.3994,0.45
,Fortaleza,1,2016,Housing,14.2746,1.12
,Fortaleza,2,2016,Housing,14.2619,-0.08
,Fortaleza,3,2016,Housing,14.139,-0.81
,Fortaleza,4,2016,Housing,13.9257,1.22
,Fortaleza,5,2016,Housing,13.9569,2.57
,Fortaleza,6,2016,Housing,14.1672,0.61
,Fortaleza,7,2016,Housing,14.1731,0.18
,Fortaleza,8,2016,Housing,14.0757,-0.56
,Fortaleza,9,2016,Housing,13.904,1.29
,Fortaleza,10,2016,Housing,14.0208,0.52
,Fortaleza,11,2016,Housing,14.0557,0.39
,Fortaleza,12,2016,Housing,14.1154,-0.12
,Fortaleza,1,2017,Housing,14.0286,0.03
,Fortaleza,2,2017,Housing,13.9764,-0.02
,Fortaleza,3,2017,Housing,13.9369,1.67
,Fortaleza,4,2017,Housing,14.0812,-1.67
,Fortaleza,5,2017,Housing,13.8379,2.04
,Fortaleza,6,2017,Housing,14.0944,-0.58
,Fortaleza,7,2017,Housing,14.0183,2.24
,Fortaleza,8,2017,Housing,14.3076,-0.37
,Fortaleza,9,2017,Housing,14.2688,0.75
,Fortaleza,10,2017,Housing,14.3502,1.63
,Fortaleza,11,2017,Housing,14.5394,0.47
,Fortaleza,12,2017,Housing,14.651,0.28
,Fortaleza,1,2018,Housing,14.6232,-0.52
,Fortaleza,2,2018,Housing,14.5234,0.2
,Fortaleza,3,2018,Housing,14.5529,0.45
,Fortaleza,4,2018,Housing,14.5869,0.54
,Fortaleza,5,2018,Housing,14.6313,1.18
,Fortaleza,6,2018,Housing,14.7484,1.49
,Fortaleza,7,2018,Housing,14.7781,0.79
,Fortaleza,8,2018,Housing,14.8739,-0.56
,Fortaleza,9,2018,Housing,14.8232,-0.19
